boy	1	1	翔太	4639
boy	1	2	拓也	4381
boy	1	3	健太	4095
boy	1	4	翔	2986
boy	1	5	翔平	2919
boy	1	6	大樹	2714
boy	1	7	大輔	2714
boy	1	8	達也	2460
boy	1	9	亮	2268
boy	1	10	大地	2264
boy	1	11	雄太	2153
boy	1	12	直樹	1973
boy	1	13	翼	1970
boy	1	14	裕太	1863
boy	1	15	亮太	1845
boy	1	16	和也	1809
boy	1	17	直人	1746
boy	1	18	恭平	1689
boy	1	19	健太郎	1636
boy	1	20	大介	1626
boy	1	21	諒	1607
boy	1	22	康平	1466
boy	1	23	裕也	1462
boy	1	24	洋平	1433
boy	1	25	誠	1422
boy	1	26	卓也	1406
boy	1	27	雄大	1383
boy	1	28	祐太	1345
boy	1	29	優	1278
boy	1	30	光	1256
boy	1	31	大輝	1210
boy	1	32	裕介	1210
boy	1	33	涼	1181
boy	1	34	修平	1141
boy	1	35	健	1133
boy	1	36	直也	1102
boy	1	37	大貴	1096
boy	1	38	徹	1092
boy	1	39	祐介	1078
boy	1	40	一樹	1076
boy	1	41	裕貴	1067
boy	1	42	良太	1054
boy	1	43	匠	1047
boy	1	44	遼	1014
boy	1	45	祐樹	1011
boy	1	46	一成	1006
boy	1	47	貴大	1004
boy	1	48	駿	1002
boy	1	49	陽平	992
boy	1	50	智也	970
boy	1	51	哲也	968
boy	1	52	和樹	968
boy	1	53	啓太	966
boy	1	54	亮介	954
boy	1	55	裕樹	946
boy	1	56	航	937
boy	1	57	聡	931
boy	1	58	勇太	928
boy	1	59	淳	923
boy	1	60	剛	904
boy	1	61	隼人	903
boy	1	62	拓哉	875
boy	1	63	貴之	857
boy	1	64	陽介	843
boy	1	65	渉	839
boy	1	66	大	837
boy	1	67	一輝	821
boy	1	68	浩平	809
boy	1	69	優太	804
boy	1	70	悠太	801
boy	1	71	真也	798
boy	1	72	雄介	785
boy	1	73	慎也	780
boy	1	74	悠	774
boy	1	75	俊介	741
boy	1	76	純平	719
boy	1	77	将太	705
boy	1	78	勇人	691
boy	1	79	祐輔	687
boy	1	80	司	668
boy	1	81	純	665
boy	1	82	佑太	663
boy	1	83	祥平	661
boy	1	84	良平	651
boy	1	85	佑介	649
boy	1	86	亮平	646
boy	1	87	学	641
boy	1	88	潤	636
boy	1	89	竜也	634
boy	1	90	佑樹	627
boy	1	91	拓	618
boy	1	92	晃	617
boy	1	93	祐貴	614
boy	1	94	祐也	609
boy	1	95	太一	603
boy	1	96	雅人	594
boy	1	97	和成	594
boy	1	98	周平	592
boy	1	99	悟	579
boy	1	100	涼太	579
boy	1	101	勇樹	577
boy	1	102	慎太郎	570
boy	1	103	弘樹	559
boy	1	104	直哉	559
boy	1	105	圭佑	558
boy	1	106	健人	558
boy	1	107	啓介	555
boy	1	108	俊	552
boy	1	109	真	546
boy	1	110	一平	538
boy	1	111	悠介	535
boy	1	112	裕之	534
boy	1	113	翔太郎	532
boy	1	114	圭祐	531
boy	1	115	純一	524
boy	1	116	貴史	514
boy	1	117	卓	510
boy	1	118	雄也	510
boy	1	119	慧	507
boy	1	120	智之	498
boy	1	121	裕	496
boy	1	122	貴裕	495
boy	1	123	佳祐	491
boy	1	124	太郎	487
boy	1	125	拓真	487
boy	1	126	晃平	484
boy	1	127	拓弥	481
boy	1	128	巧	476
boy	1	129	良	475
boy	1	130	智史	474
boy	1	131	良介	473
boy	1	132	航平	470
boy	1	133	健一	469
boy	1	134	耕平	467
boy	1	135	真人	464
boy	1	136	誠也	462
boy	1	137	輝	461
boy	1	138	真吾	461
boy	1	139	豊	459
boy	1	140	一真	456
